0.268	-0.72876	1.1973	-0.003194	1.2271	0.32362
0.26614	-0.728	1.1986	-0.0032175	1.2265	0.32177
0.26428	-0.72725	1.2	-0.003241	1.2259	0.31992
0.26241	-0.7265	1.2014	-0.0032646	1.2253	0.31807
0.26055	-0.72576	1.2027	-0.0032881	1.2247	0.31621
0.25868	-0.72502	1.204	-0.0033117	1.2241	0.31436
0.25681	-0.72429	1.2054	-0.0033353	1.2235	0.3125
0.25494	-0.72357	1.2067	-0.003359	1.2229	0.31064
0.25307	-0.72285	1.208	-0.0033826	1.2223	0.30878
0.2512	-0.72214	1.2093	-0.0034063	1.2217	0.30691
0.24932	-0.72143	1.2106	-0.0034299	1.2211	0.30505
0.24745	-0.72073	1.2118	-0.0034536	1.2205	0.30318
0.24557	-0.72003	1.2131	-0.0034773	1.22	0.30131
0.24369	-0.71934	1.2143	-0.003501	1.2194	0.29944
0.2418	-0.71866	1.2156	-0.0035248	1.2188	0.29757
0.23992	-0.71798	1.2168	-0.0035485	1.2183	0.29569
0.23803	-0.7173	1.218	-0.0035722	1.2177	0.29382
0.23615	-0.71664	1.2192	-0.003596	1.2172	0.29194
0.23426	-0.71597	1.2204	-0.0036198	1.2166	0.29006
0.23237	-0.71532	1.2216	-0.0036436	1.2161	0.28818
0.23047	-0.71467	1.2228	-0.0036674	1.2156	0.2863
0.22858	-0.71402	1.2239	-0.0036912	1.2151	0.28441
0.22668	-0.71338	1.2251	-0.003715	1.2145	0.28253
0.22478	-0.71275	1.2262	-0.0037389	1.214	0.28064
0.22288	-0.71212	1.2274	-0.0037627	1.2135	0.27875
0.22098	-0.7115	1.2285	-0.0037866	1.213	0.27686
0.21908	-0.71088	1.2296	-0.0038104	1.2125	0.27497
0.21718	-0.71027	1.2307	-0.0038343	1.212	0.27307
0.21527	-0.70966	1.2318	-0.0038582	1.2115	0.27118
0.21336	-0.70906	1.2329	-0.0038821	1.211	0.26928
0.21145	-0.70847	1.234	-0.003906	1.2105	0.26738
0.20954	-0.70788	1.235	-0.0039299	1.2101	0.26548
0.20763	-0.70729	1.2361	-0.0039538	1.2096	0.26358
0.20572	-0.70671	1.2371	-0.0039777	1.2091	0.26168
0.2038	-0.70614	1.2381	-0.0040016	1.2086	0.25977
0.20188	-0.70558	1.2392	-0.0040256	1.2082	0.25786
0.19997	-0.70501	1.2402	-0.0040495	1.2077	0.25596
0.19805	-0.70446	1.2412	-0.0040734	1.2073	0.25405
0.19612	-0.70391	1.2422	-0.0040974	1.2068	0.25214
0.1942	-0.70336	1.2431	-0.0041213	1.2064	0.25022
0.19228	-0.70282	1.2441	-0.0041453	1.2059	0.24831
0.19035	-0.70229	1.2451	-0.0041692	1.2055	0.24639
0.18842	-0.70176	1.246	-0.0041932	1.2051	0.24448
0.1865	-0.70124	1.247	-0.0042172	1.2047	0.24256
0.18457	-0.70072	1.2479	-0.0042411	1.2042	0.24064
0.18264	-0.70021	1.2488	-0.0042651	1.2038	0.23872
0.1807	-0.69971	1.2497	-0.0042891	1.2034	0.2368
0.17877	-0.69921	1.2506	-0.004313	1.203	0.23487
0.17683	-0.69871	1.2515	-0.004337	1.2026	0.23295
0.1749	-0.69822	1.2524	-0.004361	1.2022	0.23102
0.17296	-0.69774	1.2532	-0.004385	1.2018	0.22909
0.17102	-0.69726	1.2541	-0.0044089	1.2014	0.22716
0.16908	-0.69679	1.2549	-0.0044329	1.2011	0.22523
0.16714	-0.69632	1.2558	-0.0044569	1.2007	0.2233
0.16519	-0.69586	1.2566	-0.0044808	1.2003	0.22137
0.16325	-0.69541	1.2574	-0.0045048	1.1999	0.21943
0.1613	-0.69496	1.2582	-0.0045288	1.1996	0.2175
0.15935	-0.69451	1.259	-0.0045527	1.1992	0.21556
0.15741	-0.69407	1.2598	-0.0045767	1.1989	0.21362
0.15546	-0.69364	1.2606	-0.0046006	1.1985	0.21168
0.15351	-0.69321	1.2614	-0.0046246	1.1982	0.20974
0.15155	-0.69279	1.2621	-0.0046485	1.1978	0.2078
0.1496	-0.69237	1.2629	-0.0046725	1.1975	0.20586
0.14765	-0.69196	1.2636	-0.0046964	1.1971	0.20392
0.14569	-0.69155	1.2643	-0.0047203	1.1968	0.20197
0.14374	-0.69115	1.265	-0.0047443	1.1965	0.20003
0.14178	-0.69076	1.2658	-0.0047682	1.1962	0.19808
0.13982	-0.69037	1.2664	-0.0047921	1.1959	0.19613
0.13786	-0.68999	1.2671	-0.004816	1.1955	0.19418
0.1359	-0.68961	1.2678	-0.0048399	1.1952	0.19223
0.13394	-0.68923	1.2685	-0.0048638	1.1949	0.19028
0.13197	-0.68887	1.2691	-0.0048876	1.1946	0.18833
0.13001	-0.68851	1.2698	-0.0049115	1.1943	0.18637
0.12805	-0.68815	1.2704	-0.0049354	1.1941	0.18442
0.12608	-0.6878	1.271	-0.0049592	1.1938	0.18246
0.12411	-0.68745	1.2717	-0.0049831	1.1935	0.1805
0.12215	-0.68711	1.2723	-0.0050069	1.1932	0.17855
0.12018	-0.68678	1.2729	-0.0050307	1.1929	0.17659
0.11821	-0.68645	1.2735	-0.0050545	1.1927	0.17463
0.11624	-0.68613	1.274	-0.0050783	1.1924	0.17267
0.11426	-0.68581	1.2746	-0.0051021	1.1921	0.17071
0.11229	-0.6855	1.2752	-0.0051258	1.1919	0.16874
0.11032	-0.68519	1.2757	-0.0051496	1.1916	0.16678
0.10834	-0.68489	1.2762	-0.0051733	1.1914	0.16482
0.10637	-0.68459	1.2768	-0.0051971	1.1912	0.16285
0.10439	-0.6843	1.2773	-0.0052208	1.1909	0.16089
0.10242	-0.68402	1.2778	-0.0052445	1.1907	0.15892
0.10044	-0.68374	1.2783	-0.0052681	1.1905	0.15695
0.098462	-0.68346	1.2788	-0.0052918	1.1902	0.15498
0.096483	-0.6832	1.2793	-0.0053155	1.19	0.15301
0.094503	-0.68293	1.2797	-0.0053391	1.1898	0.15105
0.092522	-0.68268	1.2802	-0.0053627	1.1896	0.14907
0.090541	-0.68242	1.2806	-0.0053863	1.1894	0.1471
0.088559	-0.68218	1.2811	-0.0054099	1.1892	0.14513
0.086576	-0.68194	1.2815	-0.0054334	1.189	0.14316
0.084593	-0.6817	1.2819	-0.005457	1.1888	0.14118
0.082609	-0.68147	1.2823	-0.0054805	1.1886	0.13921
0.080624	-0.68125	1.2827	-0.005504	1.1884	0.13724
0.078639	-0.68103	1.2831	-0.0055275	1.1882	0.13526
0.076653	-0.68081	1.2835	-0.0055509	1.188	0.13328
0.074666	-0.68061	1.2839	-0.0055744	1.1879	0.13131
0.072679	-0.6804	1.2842	-0.0055978	1.1877	0.12933
0.070692	-0.68021	1.2846	-0.0056212	1.1875	0.12735
0.068703	-0.68002	1.2849	-0.0056446	1.1874	0.12537
0.066715	-0.67983	1.2853	-0.0056679	1.1872	0.12339
0.064725	-0.67965	1.2856	-0.0056912	1.1871	0.12141
0.062735	-0.67947	1.2859	-0.0057146	1.1869	0.11943
0.060745	-0.6793	1.2862	-0.0057378	1.1868	0.11745
0.058754	-0.67914	1.2865	-0.0057611	1.1866	0.11547
